"Stats Area","Postcode","Year","Area Speed","Entity Code","CSEF Severity","Drugs Involved"
"3 Country",5652,2020,100,"Pedestrian","4: Fatal","Y"
"2 Metropolitan",5037,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5085,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5115,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5169,2020,70,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5112,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5022,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,70,"Driver Rider","2: MI","Y"
"2 Metropolitan",5108,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5020,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5604,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5253,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,70,"Driver Rider","2: MI","Y"
"2 Metropolitan",5014,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5083,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5558,2020,100,"Driver Rider","3: SI","Y"
"3 Country",5223,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5107,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5211,2020,100,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5113,2020,60,"Driver Rider","1: PDO","Y"
"3 Country",5453,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5115,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5163,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5112,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5173,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5162,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5112,2020,80,"Driver Rider","4: Fatal","Y"
"3 Country",5351,2020,100,"Driver Rider","1: PDO","Y"
"3 Country",5700,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5032,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5132,2020,80,"Driver Rider","3: SI","Y"
"3 Country",5340,2020,80,"Driver Rider","4: Fatal","Y"
"3 Country",5414,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5552,2020,100,"Driver Rider","3: SI","Y"
"3 Country",5290,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5098,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5013,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5112,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5070,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5950,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5035,2020,40,"Driver Rider","2: MI","Y"
"2 Metropolitan",5011,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5062,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5251,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5109,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5131,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5109,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5501,2020,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5168,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5360,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5075,2020,50,"Driver Rider","1: PDO","Y"
"3 Country",5351,2020,90,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5049,2020,60,"Driver Rider","3: SI","Y"
"3 Country",5700,2020,100,"Other","2: MI","Y"
"3 Country",5414,2020,60,"Driver Rider","1: PDO","Y"
"1 City",5000,2020,50,"Driver Rider","3: SI","Y"
"3 Country",5608,2020,50,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5085,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5033,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5116,2020,90,"Driver Rider","3: SI","Y"
"3 Country",5462,2020,100,"Driver Rider","3: SI","Y"
"1 City",5000,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5168,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5038,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5115,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5108,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5152,2020,90,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5116,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5121,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5016,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5250,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5038,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5202,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5032,2020,60,"Driver Rider","4: Fatal","Y"
"3 Country",5606,2020,50,"Driver Rider","3: SI","Y"
"3 Country",5342,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5041,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5014,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5173,2020,70,"Driver Rider","3: SI","Y"
"2 Metropolitan",5112,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5112,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5043,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5168,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5012,2020,60,"Passenger","2: MI","Y"
"2 Metropolitan",5108,2020,70,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5047,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5037,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5168,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5255,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5501,2020,80,"Driver Rider","2: MI","Y"
"3 Country",5270,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5157,2020,70,"Driver Rider","2: MI","Y"
"3 Country",5690,2020,110,"Driver Rider","1: PDO","Y"
"3 Country",5560,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5032,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5113,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5012,2020,50,"Driver Rider","1: PDO","Y"
"3 Country",5491,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5121,2020,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5042,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5048,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5372,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5251,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5158,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5251,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5173,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5118,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5048,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5341,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5037,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5095,2020,70,"Driver Rider","2: MI","Y"
"1 City",5000,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5417,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5117,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5062,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5255,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5033,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5070,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5113,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5043,2020,50,"Driver Rider","1: PDO","Y"
"3 Country",5354,2020,110,"Driver Rider","3: SI","Y"
"2 Metropolitan",5019,2020,40,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5153,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5013,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5558,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5160,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5017,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5069,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5162,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5252,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5116,2020,50,"Driver Rider","4: Fatal","Y"
"3 Country",5351,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5109,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5452,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5039,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5453,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5113,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5090,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5453,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5014,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5081,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5025,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5109,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5172,2020,80,"Driver Rider","2: MI","Y"
"3 Country",5501,2020,40,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5039,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5115,2020,80,"Driver Rider","2: MI","Y"
"3 Country",5255,2020,100,"Driver Rider","2: MI","Y"
"3 Country",5253,2020,100,"Driver Rider","3: SI","Y"
"3 Country",5172,2020,100,"Driver Rider","3: SI","Y"
"3 Country",5640,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5110,2020,90,"Driver Rider","3: SI","Y"
"3 Country",5256,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5201,2020,100,"Driver Rider","2: MI","Y"
"3 Country",5320,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5081,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5110,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5254,2020,110,"Driver Rider","3: SI","Y"
"1 City",5000,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5242,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5109,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5264,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5007,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5032,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5255,2020,100,"Driver Rider","2: MI","Y"
"3 Country",5724,2020,110,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5098,2020,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5153,2020,80,"Driver Rider","3: SI","Y"
"3 Country",5277,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5096,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5240,2020,80,"Driver Rider","2: MI","Y"
"3 Country",5223,2020,100,"Driver Rider","1: PDO","Y"
"3 Country",5211,2020,80,"Driver Rider","3: SI","Y"
"3 Country",5556,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5023,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5109,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5160,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5131,2020,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5157,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5159,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5082,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5158,2020,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5083,2020,60,"Driver Rider","3: SI","Y"
"3 Country",5253,2020,50,"Driver Rider","1: PDO","Y"
"3 Country",5253,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5167,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5201,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5068,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5254,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5600,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5234,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5108,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5108,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5010,2020,90,"Driver Rider","3: SI","Y"
"3 Country",5690,2020,100,"Passenger","4: Fatal","Y"
"2 Metropolitan",5043,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5064,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5086,2020,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5092,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5046,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5560,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5047,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5095,2020,50,"Driver Rider","1: PDO","Y"
"3 Country",5262,2020,100,"Driver Rider","1: PDO","Y"
"3 Country",5419,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5353,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5231,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5012,2020,60,"Driver Rider","3: SI","Y"
"3 Country",5238,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5062,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5251,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5012,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5038,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5255,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5023,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5047,2020,60,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5115,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5413,2020,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5169,2020,70,"Driver Rider","3: SI","Y"
"3 Country",5290,2020,50,"Driver Rider","2: MI","Y"
"3 Country",5372,2020,100,"Driver Rider","4: Fatal","Y"
"3 Country",5280,2020,110,"Driver Rider","2: MI","Y"
"3 Country",5264,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5031,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5095,2020,70,"Driver Rider","3: SI","Y"
"3 Country",5236,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5050,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5550,2020,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2020,80,"Driver Rider","1: PDO","Y"
"3 Country",5259,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5113,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5112,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5090,2020,60,"Driver Rider","2: MI","Y"
"3 Country",5330,2020,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5074,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5023,2020,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5015,2020,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5009,2020,50,"Driver Rider","3: SI","Y"
"3 Country",5690,2020,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5110,2020,90,"Driver Rider","2: MI","Y"
"3 Country",5291,2020,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5043,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5250,2020,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5112,2020,60,"Driver Rider","1: PDO","Y"
"3 Country",5343,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5118,2020,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5023,2020,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5153,2020,80,"Animal","3: SI","Y"
"2 Metropolitan",5022,2021,50,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5097,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5112,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5083,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5037,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5121,2021,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5009,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5016,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5025,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5232,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5106,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5109,2021,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5043,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5120,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5023,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5159,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5012,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5082,2021,50,"Driver Rider","4: Fatal","Y"
"3 Country",5540,2021,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5254,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5063,2021,50,"Driver Rider","2: MI","Y"
"3 Country",5371,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5021,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5064,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5108,2020,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5038,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5112,2021,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5098,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5031,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5013,2021,50,"Driver Rider","2: MI","Y"
"3 Country",5440,2021,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5110,2021,70,"Driver Rider","4: Fatal","Y"
"3 Country",5213,2021,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5113,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5038,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5045,2021,60,"Driver Rider","3: SI","Y"
"3 Country",5254,2021,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5108,2021,50,"Driver Rider","2: MI","Y"
"3 Country",5556,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5088,2021,60,"Driver Rider","3: SI","Y"
"3 Country",5523,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5109,2021,80,"Driver Rider","2: MI","Y"
"1 City",5006,2021,50,"Driver Rider","1: PDO","Y"
"3 Country",5719,2021,110,"Driver Rider","3: SI","Y"
"3 Country",5276,2021,100,"Driver Rider","2: MI","Y"
"3 Country",5223,2021,100,"Driver Rider","2: MI","Y"
"3 Country",5330,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5109,2021,80,"Driver Rider","3: SI","Y"
"1 City",5000,2021,60,"Driver Rider","1: PDO","Y"
"3 Country",5255,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5113,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5038,2021,60,"Driver Rider","3: SI","Y"
"1 City",5000,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5066,2021,60,"Animal","3: SI","Y"
"3 Country",5357,2021,110,"Driver Rider","2: MI","Y"
"3 Country",5223,2021,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5159,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5086,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5088,2021,60,"Driver Rider","3: SI","Y"
"1 City",5000,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5501,2021,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5157,2021,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5081,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5211,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5085,2021,50,"Driver Rider","4: Fatal","Y"
"3 Country",5291,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5110,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5431,2021,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5031,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5094,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5012,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5156,2021,80,"Driver Rider","2: MI","Y"
"3 Country",5670,2021,110,"Animal","2: MI","Y"
"2 Metropolitan",5113,2021,50,"Driver Rider","2: MI","Y"
"3 Country",5502,2021,100,"Driver Rider","3: SI","Y"
"3 Country",5253,2021,110,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5120,2021,40,"Driver Rider","2: MI","Y"
"3 Country",5374,2021,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5024,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5173,2021,90,"Driver Rider","2: MI","Y"
"3 Country",5330,2021,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5116,2021,80,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5112,2021,80,"Driver Rider","3: SI","Y"
"3 Country",5560,2021,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5072,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5007,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5095,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5113,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5106,2021,60,"Driver Rider","1: PDO","Y"
"3 Country",5558,2021,100,"Driver Rider","3: SI","Y"
"3 Country",5253,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5008,2021,40,"Driver Rider","2: MI","Y"
"2 Metropolitan",5031,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5113,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5600,2021,60,"Driver Rider","1: PDO","Y"
"3 Country",5341,2021,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5110,2021,110,"Driver Rider","2: MI","Y"
"2 Metropolitan",5031,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5043,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5108,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5069,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5171,2021,90,"Driver Rider","1: PDO","Y"
"3 Country",5570,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5241,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5037,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5097,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5108,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5202,2021,100,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5019,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5113,2021,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5023,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5114,2021,100,"Driver Rider","3: SI","Y"
"2 Metropolitan",5098,2021,60,"Driver Rider","2: MI","Y"
"1 City",5006,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5118,2021,50,"Driver Rider","1: PDO","Y"
"3 Country",5255,2021,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5094,2021,70,"Driver Rider","2: MI","Y"
"1 City",5006,2021,50,"Driver Rider","1: PDO","Y"
"3 Country",5238,2021,100,"Driver Rider","4: Fatal","Y"
"3 Country",5203,2021,100,"Driver Rider","3: SI","Y"
"3 Country",5606,2021,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5201,2021,80,"Driver Rider","3: SI","Y"
"2 Metropolitan",5022,2021,60,"Driver Rider","2: MI","Y"
"2 Metropolitan",5098,2021,60,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5111,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5014,2021,60,"Driver Rider","3: SI","Y"
"2 Metropolitan",5046,2021,60,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5096,2021,60,"Driver Rider","1: PDO","Y"
"3 Country",5291,2021,100,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5118,2021,80,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5118,2021,110,"Driver Rider","4: Fatal","Y"
"2 Metropolitan",5094,2021,90,"Driver Rider","2: MI","Y"
"3 Country",5267,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5255,2021,50,"Driver Rider","4: Fatal","Y"
"3 Country",5540,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5231,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5165,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5113,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5108,2021,50,"Driver Rider","3: SI","Y"
"3 Country",5253,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5114,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5223,2021,100,"Driver Rider","3: SI","Y"
"3 Country",5330,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5094,2021,80,"Driver Rider","2: MI","Y"
"3 Country",5501,2021,110,"Driver Rider","3: SI","Y"
"3 Country",5373,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5160,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5081,2021,60,"Driver Rider","1: PDO","Y"
"3 Country",5253,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5024,2021,50,"Driver Rider","1: PDO","Y"
"2 Metropolitan",5117,2021,50,"Driver Rider","2: MI","Y"
"3 Country",5214,2021,80,"Driver Rider","2: MI","Y"
"2 Metropolitan",5108,2021,60,"Driver Rider","3: SI","Y"
"3 Country",5373,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5010,2021,60,"Driver Rider","2: MI","Y"
"3 Country",5552,2021,100,"Driver Rider","2: MI","Y"
"2 Metropolitan",5019,2021,50,"Driver Rider","2: MI","Y"
"2 Metropolitan",5032,2021,50,"Driver Rider","3: SI","Y"
"2 Metropolitan",5092,2021,60,"Driver Rider","2: MI","Y"
